review,rating
Both my cat and dog loves this treats.,5
One of the best things I bought for my new kitten.  He loves it.,5
"It says small/medium but it's pretty small, cuts through nails like nothing which is great! Will purchase the large set next so I can have both sizes!",4
My dogs love these!,5
"The fountain doesn't splash, but some cats do! Our Norwegian Forest Cat immediately began batting at the stream of water and attempting to bite the stream of water. Not sure how much playing happens when he goes to drink water, but evidently some as there are often a few drops of water on the mat.",5
Great product!,5
"Super cute, but our sweet labradoodle had an ear off in a matter of minutes. Not as durable as other huggle hounds.",3
"My cats love this food. They love it so much that the second time I ordered a bag of this they started chewing through the side of it even though they had plenty of food in their dish. I recommend you keep this out of reach, but its some great stuff and contains a good amount of protein without the garbage filler.",5
Chose this because it provides warmth and is pretty easy to put on the dog. offers warth from the cold as it is lined and the outside provedes protection from precipitation. Bought it as a holiday gift for mour daughter's new puppy and she Loved it. she has a coat that has a similar coat so they can be twins.,5
"My cats may not like this food as much as the Fancy Feast Broths, but obviously the price difference is enormous so I try to switch out as much as I can.

The reason I went to prefer Friskies over 9 Lives (for wet food) is because these cans clean out so easy!  I love these updated cans.  Makes recycling them so much easier.",5
"Nice vest but I think it runs a little small. Measured the widest part of her chest, and she was barely 26 inches so it looked like either the medium or the large would fit. Went with the medium, as she's kind of lanky and I didn't want the large to overwhelm her.

Unfortunately, the medium was way too tight -- could barely get it on at fullest extension! Plus, it even looked small across her shoulders. She reminded me of that old Chris Farley skit ""Fat guy in a little coat."" Oh dear....

The vest is nice, though!

My one small issue (other than sizing) is that there should also be velcro on the OUTSIDE of the strap that fastens across the dog's chest, so you can use both ""In Training"" patches. The way it is now, the strap comes over from the left, across the dog's front, and attaches to the strip of velcro on the right side of the harness -- so there's no where to stick the patch there. If I were to keep this harness (or buy a replacement), I would need to sew velcro to the outside of that strap if I wanted both sides to say ""In Training.""

Also, please note: this seller does NOT pay for shipping if you need to exchange the harness for a bigger/smaller size, so take care when measuring and size up, not down. Hope this helps!",3
"Good shampoo. Did not have to se a lot to get a good lather. I don't know if it helped much with fleas, but honestly I did not get it for fleas. I mostly just wanted a nice do shampoo that was reasonably priced, smelled good, and got my dog clean. I got exactly what I wanted so I am a happy camper!",5
"We had a ""medium"" hair length cat who would have problems with hair-balls. He would eagerly eat this, and when we remembered to give it to him a couple times a week in the shedding period, he never had a problem!",4
This food was infested with some kind of worm (that then hatches and is some kind of flying bug). We have an infestation now of these bugs.,1
When used properly this gives the water true clarity like no other product.,5
"Great light! It's so bright, makes my tank look great.",5
"My puppy loved this a little too much. I ordered this one after buying the same one at a store. The first lasted 2-3 months until she tore a hole in its neck. I tossed that one when this one arrived... and within an hour she had torn off 3 limbs. In less than 24 hours it was in 6 pieces. Some stronger/reinforced stitching would be great. Sadly, she loves it but I won't buy it again.",3
I've given up on using this  as a training tool for my female Cockatiel (she responds better to my vocal praise) but it does what it is supposed to. You press it and it clicks. :),5
great product  great price,5
"These run large.  I have tried several no pull harnesses and cannot seem to get the correct fit for my barrel chested mastiffs.  I ordered the XL as that is what they take in the gentleleader (which is ok, but doesnt fit my corso girl correctly and is uncomfortable due to that, which led me to the sense-ation).  This is a soft strong fabric, with slides to keep the adjustments in place.  I LOVE that it is not a martingale in the front clip (as opposed the GL).  It is unfortunately way to big for my mastiff/pit mix and fits my corso girl but not as snug as it is supposed to be.  I recommend this harness, but buy a size smaller than you think.",4
"These collars are gorgeous and I have bought 5!! All different collars. Unfortunately I think they have caused all of my cats to lose their hair around their necks. All of them have really fine, thin hair on their necks now. It was really obvious on my senior cat and I ran her to the vet. I will be trying non-velvet collars for a while to see if their hair grows back. Otherwise gorgeous collars!",3
Best investment I've ever made!  She loves being groomed and I've cut down on alot of the cat hair left on furniture.,5
Great Product! My birds love it - definitely a great buy.,5
Cute and squeaky.  Perfect for a toy or small breed dog.  Definitely too small for bigger dogs (choking hazards).,5
"The expandable pouch is perfect. Well built, would highly recommend!!",5
"This is not for a medium or large dog, only little yappers.",1
Works great!,5
Helps our hard headed hound mix stay in our yard...only tested his boundaries once with this one and he felt it and doesn't chase deer etc. now.,4
"This harness was better than the gentle leader (which every time we put it on our dog, he snuggles the gentle leader on the ground). However, this harness lasted only 1 week for us as our dog bit the harness and broke. Having said that, this product worked as it says (our dog walked very well).",3
Two out of three Oscars will eat. Must make sure to scoop out the uneaten product ASAP; the Oscars that were eating it started suffering with some sort of skin and eye infection due to the bacteria formation around uneaten pellets. Third Oscar in different tank was eating another product and suffered no infection.,2
"I like this for my Doberman. I like the smaller twists for my Chihuahua. The like it the other way around - or they are like kids - they play a game of 'I'm gonna get yours, 'cause you got mine'! I find both chewing on both all day till there are little chewed chunks everywhere.",4
"This puppy formula just great needs, it even small like human food, you will enjoy it. My litter puppy growing up with canned food, and we are the fans of natural balance. Approved from dog mommy",5
"Would be nice if it came with the biostars, only comes with 5! Come on API that much money and u can't include everything???",4
"Installation was straight forward.  Viewing the video on the Ideal site was invaluable.

Watch out for electric wires.  I decided to cut a small hole inside the wall template outline, and feel for wires.  There were 2 alarm system wires, and an electric outlet wire.  I had to move the hole slightly to avoid these.

Excellent quality; very sturdy.",5
"Favorite Food for our Guinea Pigs.  Good Quality food with everything they need in one bag, including hay!!!",5
"I've tried them all Litter Robot, Scoop Free and toilet training my cats, but the Lucky Champ is being brought out again because it is better than all the more expensive automatic boxes in my opinion.  It is large, has high sides and the cover is not a solid piece of hard plastic but a material that lets light into the pan.  The cover is quite high too which is good, so many covered pans just aren't high enough.  I wish they had more cover choices but this pan is the best.",5
"This a gteat product. My dogs really like it, and their coats look great.",5
My beta is happy with the salt. He made bubbles. I did not know that salt made beta happy due to electrolytes.,5
These work great!,5
The product is well constructed and looks good on my dog.,5
It's nice to bring a filter back to life with parts.  easy to do.,5
"Contractor who installed this for me, said that it was the best doggie door he'd ever seen and was going to purchase one himself.  I used the extra wall kit, too.  I installed the door in a wall of the living room leading to the back yard; and you never even notice it.  Looks like it's always been there.",5
Good idea but the wee wee brand pads don't fit and when you fold them it won't clasp shut. Plus who wants to fold the pee pad all thetime. I also had the issue of my dog peeing on the edge of the pad when it was on the floor and I didn't think this would help. It's cute and discreet tho!,2
"We have always ordered Milk Bone products for our dogs, but lately we can get them cheaper on Amazon than we can in the local stores. We have now ordered treats and toys from Amazon so much that when the UPS man pulls up in front of the house, all three of our dogs begin barking and dancing around like kids on Christmas morning. Great value, great product, and most importantly happy dogs.",5
I use this daily to make my dogs more comfortable,5
"I haven't found a set of ID collars that work any better than these simple little velcro ones.  I like they give you a lot of them so you can pick out the cutest colors.

When the pups are very young, you have to check the collars at least twice a day to make sure they don't get a leg up through them.  As they get older, I make sure to check every few days to adjust for size (they grow so fast!).

Pleased with these, and the fact I can get them so inexpensively.

Adding a photo of my Coton de Tulear puppy wearing her pink collar.  It makes it easy for me to know that this is Anna, even at a glance.",5
"They don't have a loud whistle, but my dogs love them",5
"Nice collar. Although from the picture showing the two attachment rings I thought it would kind of act like a choker, it does not.",4
"we feed all out cats, natures variety products so your safe getting them all, Instinct (dry, canned, or raw) or the canned homestyle.  we have not tried the instinct boost so couldn't verify that one but the cats love them and are recommended by vets and the upperscale pet stores",5
"This is a great post for cats. I rubbed a little catnip on it to get them started, but one of my two cats took to it right away. My other still prefers the cardboard panels for scratching, but for some cats this is the best solution.",5
"I have at least 10 ""Tuffy"" toys and they are all sizes and shapes, with some have squeekers.  I have 5 dogs, 3 labs and 2 misc. mixed breeds.  These dog toys are so great, the only thing my dogs have been able to do is unravel a small area, which did not affect the toy as they are repeatedly reinforced. Every other toy I have purchased and wasted money on, my dogs have destroyed.  These are expensive, but are well worth the money, because they last!  Remember, I have had 3 rescued (unstable) Labs!!!!
I would stick with the ones that have a lot of black stitching (octopus, alligator, boomerang) and not so much animals with filling lamb, bull,etc), as the material they use for the  first ones, the body and seams is very strong.  They also have a rating of strength, if you want to look that up, 1-10, 10 being the toughest.",5
"This is my puppy's favorite. It has lasted forever, and I already bought more backups for when it finally gets too chewed up.",5
Not sure if they worked. My dog died last Monday & I hadn't seen any improvement before then.,2
"This is great vest.  I live in an urban area that doesn't have many sidewalks or streetlights.  Also the woods where we like to walk has a ""deer management program"" -- read bow hunters.  So I wanted this vest for my dog for both street visibility and hunting visibility.  It does both very well.  In fact, I have discovered that I really like it when my dog is off leash in the woods as I can see him much better. The reflective parts -- the straps and the paw prints, show up great at night.  The vest is easy on and easy off.  It is waterproof and has held up well so far.  My dog has romped in the woods through brush and the vest has shown no signs or tears and it stays on!  I think it is lightweight -- we will see when the hot weather comes back.  My dog does not mind it at all.",5
I tried a store bought brand and thought it a waste of money. You get what you pay for applies here.,5
Great dog toy,5
"These aren't bad.  The metal is a but thin and the ""non-slip"" rubber is like a thin rubber gasket around the bottom of the bowl, but it mostly does the trick.  Luckily my boys are kind'a small, so they don't push them around too much, but I'm not sure I would get these if I had dogs over 40lbs...",3
Kitty LOVES his mice! They hold up nicely to tough play. Great quality,5
My cat loves these treats and the ingredients are good.,5
The holes are to big to put small treats in it.,3
Great price fast shipping,5
First  order was great 2nd great 3rd order seam to be old. Not as good as the first too orders.wood buy it again,4
Best litter I've found - have two cats and it seems to keep the smell covered for a long time,5
"works very well, and is easy to change",5
"We feed a feral colony at a trailer park and needed a way to keep the cats in food without our going there every day.  This item has worked great.  It holds an 16 to 18 lb bag of dry food which lasts our colony about 4 days.
It has held up well.  Even when it was taken apart by either the cats or some raccoons.  It can be put back together easily.  It is also easy to clean.  I'd recommend this for anyone. I might mention that we use it in an abandoned trailer, which helps keep it protected from ants and the elements.",5
Great value. Much cheaper than I find at the local grocery stores.,5
"I wish BOTH of my dogs loved these, but only one does. I've read that these are a good low cal treat, but as only one of my dogs likes them, I can't order them again.  If you do not have picky eaters, these are a good chew that last for a few (I have heavy chewers) minutes and are lower calorie than other options.  As others noted, they do not smell, which is always nice.",3
Mostly dead on arrival. My temperatures during shipping were fine and shouldn't have affected it but I think that these were just old worms.,2
Got this to donate to local animal shelter. Will order more soon!,5
"The cat looooved it until it was successfully destroyed! I had it hanging in the door jam of a hallway closet door. It constantly had his attention and was fun to watch.  He would flip and pounce around it. Such a very simple toy, but it was soooo worth it.",5
Pad is great!  Warms nicely.  Forget the cover. Very cheap.  Doesn't fit the product.  Dissatisfied with cover.,3
"Best toy ever.  I find them all over the house.  My cats like milk ties but lose them under furniture.  These are big enough so they don't go under the furniture except the TV stand..  I am missing some but I find them in the food dish, liter box and a stockpile from the kittys under the TV stand.  I think they are hiding them for another time.  Once they have one they don't stop playing with them for a long time then they go to sleep, exhausted from playing. Only toy that they play every day with.  I have a toybox full of toys but this is the only one they play with all the time.  I would recommend these to everyone with a cat.",5
Love love love these for my new kitten she didn't take long at all,5
"works as it should, only 4 stras cause it has a powder residue my dogs don't care for they both cough for the 1st few days until it wore off",4
"Fantastic deshedding comb and it removes a lot of the fur that our pomeranian sheds. Both after he has been bathed and blow-dried and daily when he wakes up, we first brush his fur with the Hertzko Self Cleaning Slicker Brush. After that, we use this deshedding comb three or four times to remove the fur that shed and it removes a lot of that fur to keep our pomeranian's fur neat and nicely groomed.",5
there are enough bells on this to make sure my dogs are heard when they need to out,5
Good quality. Works well. Just wish my cat would stop escaping his harness!,5
My dog adores these. Anything with peanut butter is great but frozen is even better. I highly recommend these for great summer treats.,5
"Our pet Heidi is very choosy
She does like the soft and chewey",4
Works great!,5
"UPDATE - This Product IS NOT WORTH 4 STARS simply because it is automatic.  I couldn't keep it in the bedroom because it is a motor after all and is by no means whisper quiet! The noise is enough to wake the dead. I could hear it from the living room.

  It takes 20 minutes to cycle after Kitty leaves the box. Sitting undisturbed  is my ""guesstimation"" on why the pee eventually sinks into the ENTIRE Slightly Plastic Covered CARDBOARD CARTRIDGE. It will need to be replaced WAAAAY before 2 weeks... at about $20 a cartridge (including S&H) you better have a bottomless bank account.

  I suggest using a thick piece of Plastic Carpet Protector under the entire unit. You will need it!  You can get it by the roll at Home Depot.

  The Cartridges Are OBSCENELY EXPENSIVE considering the use you get out of them.

  if you expect it to last EVEN TWO WEEKS, you need to remove the Poo EVERY FEW DAYS from the end of the cartridge, by hand - a pooper scooper really doesn't fit in the tiny covered area.  It is not that simple of a task. It takes awhile to pull it all out than just cleaning a regular kitty litter box. Bad back - NO WAY! You will need to wear GLOVES and a GAS MASK or hold your breath for a long time.

  I bought the DOME LID, over $25.00 with shipping, for the thing! But still, even with the hood - Phee-U-weey coming out from the front of the Litter box!

  The cat litter is less than 3 inches deep in the entire cartridge.  The more it cycles the litter goes down very quickly.

  I believe that helps contributes to the odor issue.

  I tried every type of Clumping Litter on the market. I also switched her to all dry Science Diet cat food.

  I even used the HEAVILY PERFUMED Multiple Cat Liter. The Poo BACKS UP in the tiny Poo catcher area.  It is about 4 or 5 inch wide by about 15 inches long, NOT REALLY DEEP, Poo catcher area. This is NOT the only issue that makes it fail the ""ODOR EATER TEST"" here.

  The rake just pushes the poo into the SPACE and the Poo accumulates and backs up very quickly. It is at the front of the box  - so the Dome Lid is useless.

  OH did I forget to mention the disgusting Poo that gets smeared and Gobs get stuck on your rake? You get big time stink there. Cleaning it is such a ""high."" It dries quickly if you do not get to it right away too.  It wouldn't come off with a knife as I tried to scrape it off.

  Also, the rake stops too soon when the Poo backs up because the little cardboard flap door stays open a smidgen from the backed up Poo.  **THE CYCLE STOPS** As in doesn't run anymore - won't cycle back to rake the next kitty dump.

  BTW - You will lose a lot of expensive Litter too. Every cycle, a bunch of GOOD LITTER will slide into the tiny Poo catcher, which also backed the Poo Catcher up very quickly!

  Oh Yes... I forgot to mention, Every changing you have to get rid of the huge CARDBOARD CARTRIDGE. Just try to move the HUGE Stinky, SOGGY, LIMP, Wet - don't forget HUGE disgusting Cartridge. And it really is HUGE and horribly stinky. It will always be dripping foul matter as you try and get it into a ""Lawn Size Garbage Bag.""  You will get drippings on your carpet or floor eventually. Murphys Law. The harder you try NOT to drip, you will miss the bag somewhere... usually while you are choking and trying to STOP THE GAG FACTOR!

Ask yourself this question.  What happens when a Cat pees on slightly plastic coated cardboard - over and over again for two weeks?

  I knew real quick I made a mistake here. They say it has a quiet motor and that didn't pan out.  Then, I was stuck having to pay $15.99 per cartridge and you don't save a PENNY buying the 3 pack! The shipping is OUTRAGEOUS! They got you by the nose hairs here if you buy this unit.

  It took me weeks to GIVE THIS EXPENSIVE set up, WITH HOOD away. Nobody wanted it. LOL

  I saved my money for months to replace this Stinky Monstrosity with the really Expensive LITTER ROBOT! It was worth every Penny. I have had it for over two years and never had an ODOR problem. I can use KITCHEN GARBAGE BAGS once a week. It ties shut and no odor there.

  BTW - NO LOSS OF GOOD LITTER EITHER. The Litter Robot sifts the litter out from the clumps and only the clumps goes down into the big deep drawer that is lined with a ""Kitchen Garbage"" bag. I get 15 for $.99 at the dollar store. That's 15 weeks for $.99.

  Also, I am not throwing away good litter and saving money there too! I buy a bucket of Fresh Step every couple of months.  My house is odor free and I have more than paid for this unit now with the money I saved by not paying $19.00 a cartridge every week and a half.

DO NOT WASTE YOUR MONEY ON THIS ITEM. You will replace it. I guarantee it.

Look at the long picture.
52 weeks in a year
Replace every 2 weeks...
26 weeks @ over $20.00 a cartridge if you include shipping.
That is $520.00 a year in soggy wet - dripping, stinky CARDBOARD cartridges that will leak all over your floor.
Not to mention all the litter you waste between the rake scooping it in the Poop Catcher area - and having to replace all the litter in the cartridge every changing.

If you can afford it... get the LITTER ROBOT - just Google it and see the amazing video. I suggest the one with the bubble for the cats to turn around in it. I have a small cat and she is cramped inside.  They didn't have that feature when I got mine.

Also if you have a BAD BACK... do not get this item. It requires more ""maintenance"" from Rake and Poo back up problems nearly every day. The problems require you to stay bent over for a long period of time and my back just couldn't take it!",1
great product!! Great seller!!,5
These work very well stay on for a long time.,5
I couldn't even get them out of the package and my little yorkie knew what they were! Tennis Balls are one of his favorites! He loves them!,5
Cute until you wash it then it fades a great deal.,3
"One of the best food you can buy for your dog.
I agree that there are many good dog food but this one has been perfect for my three German Shepherd dogs, no more digestive issues.",5
Dogs love these treats,5
Always reliable! This is great dewormer.,5
I only ordered this here because the local Walmart stores run out of stock? I can't believe it when 4 super Walmarts are out of stock for this. Our dog has super clean healthy teeth after 4 yrs. of using this so maybe it's working. Just one treat per day is all it takes to keep the dentist away.,5
I have an English Bulldog and this food has worked great as a no grain food,5
Love these!  Perfect!,5
very good,5
Got one for each of my yorkie and yorkie poo. Went up one size. Will make beautiful picture for Christmas. Did not take as long to get it as they said. Worth a couple of weeks waiting period.,5
"I was reluctant, but I actually like this better than Tidy Cat. Clumps better.",5
"Definitely a hit with the resident house panther. Ollie isn't big width wise, but he's long, and this shelf fits with some room left over. The heating element is just enough...not so much of a draw that your electric bill will spike; Definitely enough to be attractive to the felines. We permanently installed this because there is a lot oomph when he jumps up or off and we just felt better installing it with screws.

Definitely a high recommendation from my cat. :)",5
"Borrowed my friend's as I wanted to try it out before buying. Only three stars because it does run really hot as others have said. Running it on the highest speed makes it almost too hot to hold. Used the lower speed on my Standard Poodle and it worked well, but she didn't like the hot blade when I did her feet (used a #10). Bought a set of combs to use with this and gave them to my friend for the use of the clippers. The combs are a lot less expensive than buying more blades, and they do work if you take your time and let the clippers do the work. Just not as good as having more blades.",3
"I'm (and my dog most importantly) are REALLY happy with this bed.  I was quite hesitant on purchasing something this expensive, despite its big size.  However, my 14.5 y/o dog has quite serious osteoarthritis in her hips and elbows and hence has quite a bit of trouble moving around, let alone getting out of bed.  Her previous dog beds were about half the thickness of this bed and she recently began having issues getting up at all without help; which leads to frustration for her and everyone else.  So, we decided to get a bigger (thicker) bed, but of high quality foam for her osteoarthritis.  Suffice it to say that not only can she essentially now ""slide"" off this bed onto the floor as opposed to standing up off it (which makes it easier for her to get back up), but she sleeps very comfortably.  The latter point is important because we had a dog bed prior to this one where she could never get comfortable, despite it being labeled as having foam for osteoarthritis related issues.  Thankfully we had (and have) 2 other beds where she could rest just fine, but this is a nice replacement for the poorly made one that didn't do her any good.

I have only one complaint, or my dog does, actually.  She LOVES headrests and back rests (like the beds with the contoured foam/padding in a U shape around the bed).  This bed doesn't have it, and hence she didn't really like that until we supplemented the headrest already built in with some cylindrical pillows for the backrest and the headrest on the other side.

Otherwise, I wholeheartedly reccomend this bed.  Money well spent, and glad to hear it's made in the USA!!!

Update:  We've noticed that our dog now clearly prefers this orthopedic bed to the other 2 good ones we have at home, as she no longer gets up in the middle of the night to switch beds and instead sleeps in this one the entire night!  Clearly she really likes this one!",5
"Nice plant. Product as described in photo, had more stems than expected which is nice. Liked the texture of the leaves, looks different from other crypts.",5
works perfectly in the Drinkwell original fountain.  I will definitely buy again,5
Not good for a active IW puppy.  Will not last.,2
"I bought this ear wash for my pregnant dog and now she is lactating, so being as it is all natural it works for me since you need to be careful what you use on pregnant and lactating dogs.  It also doesn't have the burning kind of alcohol in it so it doesn't hurt tender or raw tissues in her ears. It has chamomile and cloves in it.  I think  it seems to help.",5
My dog has a habit of pulling during our walks. Especially when she sees a squirrel. This was so helpful preventing that. Walks are a lot more pleasant,5
I bought two of these.  One for each of my 94+ pounds dogs.  They both love it.,5
Cats love it. Not dangerous. My cats play with any little metal thing they find no matter what I hide from them and they haven't had a single injury in 9 years. These are the only commercial toys they will play with.,5
have not used yet but very cool,5
"Great for travel, hikes, or just to share a bottle of water in your car. Thank you, happy pup!!",5
My 60 lb. puppy loves this bed!,5
The dog doesn't use it!  Nothing wrong with it!  Stubborn puppy!,5
"I shopped around for this product and found the best price through Amazon.  The company selling Cosequin offered a better price through Amazon than they did on their own site.  Great job, Amazon.  I'll always check with you first!",4
"High quality, delivered on time, great price. One of the best files I have found for use on my dogs.",5
"You never go wrong when you order from Josh's Frogs! Fast delivery, good value, and excellent customer service!",5
Great bowl! It arrived bigger then expected but I am very happy,5
"I bought this for my dog who likes to steal my dad's spatulas and chew them up.  She has gone through like at least 72 of them.  I thought it might be better for her to have a safer wood toy.  I bought a few to try out, and this was the only one she liked.  For instance, the one with the edible adhesive was not at all exciting.  This was great, though, except for the fact my other dog got jealous so I had to buy another.  When I told my friends about it, I realized how many people had problems with dogs who loved to eat wood so they also decided to give this chew a go.  So, why not try to supervise your doggo and try to give them their own wood loaf if they are already eating many bad woods?  My dog is pleased to have her very own wood bread thing.  Hopefully this will stop her spatula eating ways.",5
"This is absolutely my favorite dog bowl set! I was tired of having to clean up my Boston Terrier's mess after he ate. Often times, he would either spill his water on the floor or his food would get everywhere. I have nothing but great things to say about this item.

This product comes with a blue bone shaped light weight silicone mat. It not only holds the bowls in place but it will catch any mess that your dog makes for easier clean up. This comes with 2 stainless steel bowls which are a perfect size for my dog and would work well for a bigger sized dog too.

I like that it is so easy to clean. The bowls are easy to remove and can be thrown in the dishwasher or the sink. The silicone mat can just be rinsed right off in the sink.

I am so happy that I purchased this product. It has over exceeded my expectations. This is a great product all around and would be great for your dog or cat!

Disclosure: A complimentary product was provided to me for trial and evaluation. I have no connection to the seller or the manufacturer. My reviews are based solely on my perception of the merits of a product and not on price which may vary with the seller as well as the competitive marketplace.",5
I love to add this to frozen food as the fish are really active feeders when this has been added to their food!,5
"I ordered this because I needed something to help keep foster kittens from climbing out of the kennel and it had a great price. On the upside, the grommets are placed every twelve inches. This helped greatly in reducing gaps along the edges.  On the downside, the kennel cover is more like 10 1/2 feet by 10 1/2 feet in size. I had to rig up metal pipes to wrap the excess net around to prevent it from sagging in the middle. So far, the kittens, who love to climb, have not managed to find a way out, much to my relief.",4
My cat ate 2 of them then refused to touch them again.  I feel like I wasted my money.  I wish they would make a hairball product that my Siamese would eat.  Sorry but I bought this due to the reviews so now I have a product that is just sitting there.  If I could get my money back I'd be happy then.,1
"This toy has been very much enjoyed buy our teething pet. Its groves seemed to soothe her sore dentition, Most of all she has not been able to destroy it.",5
"Elk is the choice of Antlers my dog likes and he is a picky one.  He is a Pit Bull and can chew up most anything in a matter of minutes, not these elk antlers.  These last a while for heavy chewers and the price point on Amazon is great!  Buy a few and give them at the same time.  No dog is bored with these and they love getting to the center, kinda like a tootsie pop for dogs :)",5
my cat loves it !  great deal.,5
Works great and the bags are nice quality. They stay inside the bone when they're not needed but are easy to pull out when they are.,5
Works good,4
I wish this would be a bit bigger for pups but they did not realty care for it they just left it alone,2
The dogs love this toy. Great size.,5
New kittens just went right to it and started scratching away.,5
"This is a very innovative way to groom your kitty, in the sense that removing the trapped fur is easy-peasy. The only downside is that the wire irritate my cats skin (as most wire brushes do), even if I am super gentle. The other thing is that it's rather wide, so getting hard to reach areas is difficult during grooming sessions.

All in all, it's a fabulous grooming tool, and I would recommend it to any fellow cat (or even dog) owners who have cats who shed heavily!",4
"Excellent Quality, best Automatic waterier on the market.  Perfect size for a small to medium dog or Cat.  Easy to clean and heavy enough to not get knocked around.",5
"This was the perfect solution to canned food to take on a long road trip with my dogs.  No need for refrigeration or utensils to scoop the food. Easy to divide into portions and serve. Zip lock top and bag kept contents fresh and prevented unwanted access by my opportunistic Aussies (Up to a certain point, that is!). Good nutrition and my pups love Stella's products!",5
Kills fleas fast! The only complaint is that it dries out my Yorkiechon's  (yorkie mixed with Bichon Frise) skin. He now has super flaky skin that causes him to itch even though the fleas are gone. all in all it's a great product but I would recommend the kind with oatmeal to soothe the skin :),5
great product,5
"batteries are hard to change, and they wear quickly, maybe because I don't know when the device is on or off unless I try it on my self first. It is hard to know if you pare the hand held with the collar. It should be simple maybe have some kind of steady light that tells if it is on or off, I don't like it.",3
Works great for my 4#. Little girl,5
This is so much fun to watch.  Kitty loves it.,5
The small size is still too wide for my cat,1
"Found large (~2"") piece of partially melted plastic fused into turkey pellets. Need better quality control. Could have been quite dangerous if swallowed.",2
Just ok. Not really necessary,3
"Great idea. I like that it does not flop around like other bag holders do. However, the velcro became unusable after about 2 months, and no longer sticks together. I would buy another though.",4
Cat immediately starting playing with this. I'ts not a cheap product and I think it will last for awhile. Most important of all - the cat loves it.,5
My Shih Tzu loves her new harness because it is lightweight and simple to step into. She is only 10 pounds and the small was a perfect fit.,5
My puppy loves this. You can put treats in side or freeze it with peanut butter inside.,5
"This dog food gets very high reviews from reputable dog food critics.  Grain free means fewer allergies for my pups.  This is really one of the best dog foods, and the price is great on amazon!",5
"This is the only device that has successfully kept my cats off the counters. It does run out of batteries somewhat quickly but as long as it's on the counter I want to keep them off of, the cats avoid it.",5
My 16 lb. dog loves this little bed.  I bought the canopy to go with it but it doesn't block the sun.,5
Amazing price and just like the ones at Petco!,5
"We had a cheaper cover purchased on Amazon that was no where close to the quality of this one.  It was made out of umbrella type material.  Our dog pulled it apart and tore it up gradually over a month until the front flap was gone. We searched for a better one and came upon this.

Each side has it's own window, that can be either zipped, or velcro sealed.  The top, and sides and back are velcro and can be rolled up and have their own velcro fasteners to keep them in a rolled position.  Under that flap is netting to keep the dog from being able to pull the rolled up or flap down sides inside.  The front flap zips closed or can be placed on top of the kennel folded back. This is made out of a canvas type thicker material.  We have now had this for a month and I waited to do the review because I was sure our 50 pound husky/lab was going to tear it up.  She hasn't done a thing to it, there is not one part chewed or pulled inside the kennel.

As a side note, as someone else mentioned, we always leave one side opened or rolled up (usually the sides near the walls) to allow air flow or it will get hot inside.",5
"bought to replace a strap that is now too short, works well",5
This product seems to be better than what I was using although vet told me to alternate brands. Dog doesn't seem to start scratching as soon with this product so will continue using it.,5
"Seems to work well, can listen and talk to my dogs when I'm away. Picture is fairly good...",4
I did love the construction of the bed. So far it is chew proof . The only thing I didn't realize is that the fabric it solid. I thought it was mesh. Our Bouvier would like the air flow better if it were mesh.  Hot weather comes she will not use it.,4
I thought this would be great for my cats but all of them choked on the dry papery texture! I do not recommend,1
Put on my new 6 month old kitten after he wasn't blending well with my other cat. seemed to help him relax some and allow them to adjust.,3
Didn't work for my dog.,1
"I bought this for my Ragdoll who is big at 19 lbs. I like that it's large enough for him so that he's not feeling cramped. Having the cover helps to keep the litter inside, so no messes outside. I am not using the door but it's easy to attach if I change my mind. I have used several types of litter boxes in the past, but none have had to high sides and cover configuration quite like this one. Highly recommend it.",5
"I sure hope these socks hold up because they are the best I've purchased so far. I am a 280lb man with large calves. I only wear a size 11 shoe so getting compression socks over my calves has been a huge issue. Most that actually fit do not provide enough compression to keep my ankles from swelling. Until I found these, I actually had to supplement loser socks with ankle braces. Now, one sock that fits AND compresses. Sadly, I have a computer desk job, so all day at the office and blood pools in my ankles. As a border-line diabetic with a heart condition, this could quite literally be a life or death issue. These do the trick!  I just bought two more pair. Next paycheck I'll buy more. Too early to tell how well they will last, but so far they darn sure do the job for a large man wearing size Large.",5
Great price and looks like it is built to last. Our Lab loves to chew and I like the ability to replace the plastic bottle in side. I also was able to put a squeaker in it.,5
"This is a quality bag of food for the price. It smells like salmon. On one hand, that makes it appear to be higher quality. On the other hand, your dog's breath may smell like salmon.",5
They are as described. Pretty thin. Crush easily.,3
"I had several regular sized Chuckit that I like, but as my lab grew up ...  I worried more and more about the size of the ball and the larger size of his mouth...and he loves to jump up and catch a ball in the air.  THIS MEGA Ball size is perfect for my dog...it's definitely too large to slip down his throat by mistake when he is super excited playing ball.  However, it's not too large of a ball either....he can still catch it in mid air.",5
"It's such a creative idea. It works really well. Just follow the instructions and you should be able to collect everything in the collecting bin. However, if you have clumps that are stuck to the litter box, you might have to smack the box once or twice to get it off. For the really tough ones, you need to go in there with a litter box scoop.",5
Best quality I've seen in a long time,5
