name_title,description
Stylus™ 3/4-Sleeve Intarsia Sweater - Tall,"Capture your penchant for mischievous fun with our woodland-inspired intarsia sweater. double ribbed neckline jersey knit cotton/nylon/Modal®/wool machine wash, dry flat imported"
Bed Head® by TIGI® Oh Bee Hive Matte Dry Shampoo - 5 oz.,"Leave your hair feeling clean and refreshed with Oh Bee Hive, a dry shampoo with super-fine powder that absorbs excess oils that weigh your hair down to release massive body for sky-high volume.   a few quick sprays of this dry shampoo create massive lift at the roots, helping hair look and feel fuller starch absorbs oil which can make your hair look greasy and feel dirty and limp gives hair more texture so it's easier to style and secure updos 5 oz. Made in America. How to use: Spray 10 -12 inches from hair, targeting the roots. Wait a minute, then brush or workly lightly into hair.   JCPenney limits the sale of all salon products and salon special purchases to 8 of any one item, up to a maximum of 12 items, per customer, per month.  "
Grandview Tufted Ottoman Bench,"Enjoy luxury and sophistication with this beautifully tufted ottoman bench featuring unique crossed legs for a modern twist. sturdy wood frame and legs finger-joint joinery webbed spring system cushion filled with polyurethane foam and polyester fiber Upholstery is 65% polyester/27% viscose/8% linen. Spot clean with a clean, damp cloth or have professionally cleaned. Measures 41Wx17Dx17""H. Assembly required. Imported."
Van Heusen® Long-Sleeve Traveler Stretch Shirt,This Traveler shirt keeps pace with your active schedule with stretch-easy comfort in your favorite colors. easy care regular fit button-down collar button front long sleeves left chest pocket cotton/polyester/spandex washable imported
Made For Life™ Velour Leggings,"Soft, pull-on style stretch velour leggings will be a comfortable choice for weekends and downtime. slim fit elastic waistband back rise: approx. 14⅛"" - 16½"" from top edge cotton/polyester/spandex washable imported misses: 29½"" inseam; approx. 10"" - 12"" front rise; 13⅞"" - 15⅞"" back rise petite: 27"" inseam; approx. 9¼"" - 11¾"" front rise; 13⅛"" - 15⅝"" back rise"
Epicurious® 11-pc. Hard-Anodized Nonstick Cookware Set,"Hard anodized for exceptional durability, this nonstick cookware set will work just as hard as you do. twice as hard as stainless steel for unsurpassed heat distribution and durability unique belly shape provides enhanced heat and moisture circulation tempered glass lids have stainless steel rims and allow you to monitor cooking without losing moisture or flavor silicone handles are double riveted for durability and stay cool to the touch impact-bonded 18/0 stainless steel bases are suitable for use on induction, gas, ceramic top and electric ranges metal utensil safe nonstick coating withstands the rigors of passionate cooks oven safe to 350ºF 11-piece set includes: 1½-quart saucepan with lid 2½-quart saucepan with lid 4-quart sauté pan with lid 8-quart stock pot with lid 8"" open fry pan 10"" open fry pan 18-cm. stainless steel universal steamer insert (fits 1½- and 2½-quart saucepans) Aluminum, stainless steel, glass and silicone. Dishwasher safe. Imported. "
Majestic Pet 4-Step Faux Suede Pet Stairs,"These faux suede pet stairs will help your dog or cat navigate furniture and other hard-to-reach places with ease.   durable faux suede construction attractive, versatile color ideal for senior, arthritic or recovering pets Faux suede. Measures 24x16x20""H. Made in America."
Nordic Ware® 15-Cup Bundt Pan,"Nordic Ware® created the Bundt® pan in 1950, and within 10 years, it was the top-selling cake pan in America. This innovative pan makes it incredibly easy to create an impressive dessert.   15-cup capacity for large cake recipes nonstick finish for easy release and cleanup cast aluminum for long-lasting quality Dishwasher safe."
Michael Antonio Gladwinn Wedges,Dress up your warm-weather look with our ultra-high wedges featuring a strappy design. synthetic upper 4½” heel adjustable buckle closure synthetic sole
Xersion™ Performance Pullover Hoodie - Boys 8-20,"Keep a cozy, style-right layer on hand with this sporty pullover hoodie, featuring soft construction and a kangaroo pocket. mesh-lined hood long sleeves kangaroo pocket polyester washable imported"
Luigi Bormioli Hypnos Set of 4 Glass Tumblers,"From the fine rims to the beautiful clarity, improve your drinking experience with every elegant detail in this set of tumblers by Luigi Bormioli.   machine blown in Italy glass made from Luigi Bormioli’s SON.hyx® formula each glass has 13½-ounce capacity set of 4 Glass. Each glass measures 4¼”H. Dishwasher safe. Imported."
Xersion™ 6-pk. Zone Cushioned No-Show Socks,"Go the distance in our zoned cushioned no-show socks, featuring compression for extra arch support and Quick Dri® Fabric to help wick moisture away from skin. mesh ventilation for breathability compression support package of 6 cotton/LYCRA®/nylon/polyester washable imported fits shoe sizes 4-10"
Hanes® Ultimate 4-pk. ComfortFlex® Printed Boxer Briefs - Boys,Tag-free construction and a soft waistband make these Hanes boxers an easy choice for all-day comfort. package of 4 boxer briefs - colors may vary TAGLESS® no ride up comfort waist 100% cotton washable imported 
Levi’s® 505™ Regular Fit Jeans - Boys 4-7x and Slim,"These flat-front jeans—with double needle contrast detailing—are perfect for school or hanging out with friends.   slim, straight design through seat and thigh adjusts with hidden elastic 5-pocket styling button-and-zip closure cotton washable imported 505 and 549 fits are identical"
Pfaltzgraff® Everyday Gramercy 16-pc. Dinnerware Set,"Bring an eclectic look to your tabletop with this bold dinnerware set and its unique floral medallion pattern surrounded by intricately sketched line borders. durable stoneware construction microwave safe service for 4 16-piece set includes: four 11"" dinner plates four 8¼"" salad plates four 6"" soup bowls four 14-ounce mugs Stoneware. Dishwasher safe. Imported. "
Babymoov Essential Diaper Bag - Black,"Keep all of your baby's essentials organized and at hand with this style savvy bag, featuring plenty of spacious compartments, a changing mat and removable pockets for added convenience. includes changing mat, removable insulated pocket, removable transparent pocket, removable pacifier pocket, adjustable stroller harness large top opening side zip pocket elastic side pocket 18.5x9.46x15.76""H polyester hand wash, line dry imported"
Nike® Club Swoosh Fleece Pullover Hoodie,"Soft and warm pullover hoodie from Nike is an athletic essential, punctuated with an embroidered, center chest Swoosh. brushed-back fleece is soft and warm hood with drawstring long sleeves rib-knit cuffs and hem kangaroo pocket cotton/polyester washable imported"
Qupid Tobin Ankle Boots,"Perfect for all things denim, these ankle boots offer the comfort of a chunky, stacked heel and a stylish weathered look. synthetic upper 2⅝"" chunky heel rubber sole"
Alfred Dunner® Denim Capris,"Approach jeans in a new way with our Alfred Dunner denim capris and their adorable outlook. elastic waistband slash pockets approx. 19"" inseam cotton/polyester/spandex washable imported"
U.S. Polo Assn.® Striped Quarter-Zip Sweater,"This striped quarter-zip offers all-cotton comfort in your choice of standout colors. ribbed mockneck with contrast-colored interior quarter zip with leather-look pull long sleeves chest striping with logo sleeve length: S(33""), M(34""), L(35""), XL(36""), XXL(37"") 100% cotton washable imported"
Animal Planet™ Sherpa Pet Blanket,"Make travel or naptime comfortable for your pet with this ultra-soft sherpa pet blanket that offers a plush lining and is designed to minimize hair cleaning from the couch or car. available in colors optimal for hiding pet hair made from an ultra-soft plush material perfect for the couch or inside your car or RV helps keep pet hair off furniture and upholstery Polyester. Measures 40x60"". Washable. Imported."
Ambrielle® Knit Sleep Pants - Plus,"Add some luxe to lounge time with these soft, knit sleep pants from Ambrielle. rayon/spandex washable imported"
Skechers® Go Walk 3 Mens Slip-On Walking Shoes,"Whether you're going to a show or to get your grub on, our slip-on Skechers are the perfect match for any casual occasion. technology GO pillars GOga MAT® technology construction textile/synthetic upper EVA sole details slip-on memory form fit  "
Boutique+ V-Neck Graphic Tee Shirt - Plus,"Keep cool and on-trend in our graphic tee shirt.●    v-neck●    short sleeves●    approx. 28⅛- 30¼"" length●    rayon/spandex●    washable●    imported  "
Ambrielle® Plunge Push-Up Racerback Bra,"Perfect for lower, open necklines, our Ambrielle plunge push-up bra adds lift to your silhouette while maintaining its support. Style: racerback, plunge; provides less coverage for lower necklinesPadding: push up; includes underwire for shape and supportFabric: nylon/spandexCare: hand wash, line dryOrigin: imported"
McKlein Alexis Leather Briefcase,"Class it up, day or night, with an Alexis leather briefcase.   interior pockets expandable for storing all your accessories hardside exterior for durability Leather. Measures 18x4½x13""H. Imported."
Carter's® Duck Boots - Baby Boys 3m-12m,"Keep your little guy's feet warm and protected with these cute duck boots featuring little laces, eyelets and a lined interior. synthetic upper synthetic sole"
IZOD® Button-Woven Top - Girls 7-18 and Plus,"Perfect with khakis, skirts and skorts, this classic button-front top is durable enough to last the school year. round point collar short keyhole puff sleeves button front front and back darts cotton/polyester washable imported"
GE® ENERGY STAR® 7.8 Cu. ft. Electric Dryer,"true Meeting or exceeding federal guidelines for energy efficiency and year-round energy and money savings with its Energy Star® qualification, this electric dryer features a Clean Speak Communication System that lets you achieve perfect drying performance. ENERGY STAR® qualified 7.8 cu. ft. 5 heat selections My Cycle Settings dry clothes with the settings you prefer on any cycle settings can be stored for later use Speed Dry feature quickly dries items and small loads for families on the go left-swing door 44 1/2 x 28 x 31 9/10"" shop matching washer"
RN Studio by Ronni Nicole Sleeveless Lace Sharkbite Maxi Dress,"Infuse chic charm into your warm-weather wardrobe with our sleeveless lace sharkbite dress. scoopneck sleeveless approx. 40½-48½"" length from shoulder lined lace nylon/spandex hand wash, line dry imported "
Marvel® Captain America Civil War Knit Pajama Shorts,"You may not be ready to side with Captain America or Iron Man in our soft pajama shorts, but at least you'll be ready for a good night's sleep. ●    elastic waistband with drawstring●    logo●    cotton/polyester●    washable●    imported  "
Jockey® Matte and Shine Modern Fit Bikini Panties 1305,"Start your outfit with a hint of shimmer in Jockey Matte and Shine bikini panties.      nylon/spandex machine wash, line dry imported   "
Marvel Spiderman Tween Black Leather Strap Watch,"Now that he's a big kid, he can keep track of time with his very own Spiderman watch. This awesome timepiece displays artwork from his favorite comic book character on the dial, and a web design on the uniquely shaped bezel.   Brand: Disney Dial Color: Multi-color Strap: Black leather Clasp: Buckle Movement: Quartz Water Resistance: 100' Case Width: 32mm Case Thickness: 9 1/7mm Bracelet Dimensions: 7"" long, 16mm wide Model No.: W000317 Special Features: Easy reader Jewelry photos are enlarged to show detail."
Samsung ENERGY STAR® 4.2 cu. ft. High-Efficiency Front-Load Washer with PowerFoam™,"true This front-load washer is powerful with a large 4.2 cubic feet capacity, nine wash settings and four temperature settings for an optimal clean. And with Smart Care, this washer practically maintains itself with a self clean cycle that runs every 40 washes to remove dirt and bacteria.  ENERGY STAR® qualified 4.2 cu. ft. capacity Stainless Steel Diamond Drum easy-to-operate electronic controls including a digital time remaining display 9 cycles that includes a steam wash cycle and a sanitize/allergen cycle 4 temperature settings spin speeds up to 1,200 RPM Smart Care cycle is specially designed to self-clean wash tub without additives delay start for lets you schedule your wash time preset cycles allow you to customize your soil and spin levels to provide ideal wash settings VRT (Vibration Reduction Technology) with Special sensors keep the drum balanced stackable design provides all-in-one vertical look, maximizing floor space (sold separately) fill hoses are required for installation (sold separately) shop matching electric dryer or gas dryer Note: In order for pedestals to be installed they must be purchased and delivered with the corresponding washer and dryer."
Bacova Lodge Memories Toothbrush Holder,"Evoking the nostalgic feeling of a weekend camping in the woods, this lodge-themed toothbrush holder adds rustic appeal to any bathroom. durable resin construction hand-painted, carved design accommodates multiple toothbrushes Resin. Measures 4x3x6""H. Imported."
Harlow ProLounger™ Wall Hugger Microfiber Recliner,"With its durable microfiber design and wall-hugging craftsmanship, this recliner offers a custom seating experience that stands the test of time. durable, stain-resistant microfiber wall hugger design requires just four inches of clearance from wall full chaise pad between chair and leg rest to support legs steel reclining mechanism corner blocked/nailed joinery polyester spot clean 68x40x28"" with a 18.5"" seat height, 21"" seat depth and 22"" back height assembly required imported"
Frank and Lulu Firefighter Sheet Set,"Celebrate everyday heroes with this sheet set featuring a fun and inspired print. 100% cotton sheet set fits mattresses up to 15"" deep cotton washable imported Sets include: flat sheet fitted sheet pillowcase(s) Twin set includes one standard pillowcase. Full sets include two standard pillowcases."
Constance Set of 4 Salad Plates,"The perfect size for individual portions, these salad plates can double for luncheon or dessert plates.   crafted in Portugal soft neutral color transparent glaze lets the beauty of earthenware shine through versatile enough for both special occasions and casual use microwave safe set of 4 Earthenware. Each salad plate measures 9¼"" in diameter. Dishwasher safe. Imported.  "
Stafford® Travel Olive Plaid Flat-Front Suit Pants,"These olive plaid suit pants have a season-spanning style in a resilient fabric that won’t get road-weary. And they’re machine washable, too. crease-resistant and resilient fabric classic fit zip fly with button tab and hook-and-eye closure flat front front slash pockets back button-through welt pockets lined to the knee hemmed fabric: wool/polyester lining: polyester washable imported"
Hanes® Mens 5-pk. X-Temp™ Crew Socks,Introducing smart socks that adapt to temperature and environment to keep feet dry and comfortable all day. cushioned foot bottom for all-day comfort extra durable reinforced gray heel and toe X-Temp technology adapts to temperature and activity wicking helps keep feet cool & dry mesh panels on top of foot provide ventilation spandex provides better fit and helps sock stay in place cotton/polyester/latex washable sock size 10-13 fits shoe sizes 6-12 imported
Champion® Vented Compression Racerback Sports Bra - Plus,"Keep cool during your workout in our high-support sports bra, featuring back mesh construction and a keyhole for ventilation. supportive compression fit smooth band for comfort racerback moisture-wicking fabric keyhole for airflow nylon/spandex washable imported"
Disney Baby Collection Lady Velour Blanket,The soft velour on this Lady and the Tramp blanket makes it the perfect cuddle companion for your little one. embroidered detailing polyester hand wash imported  
Despicable Me Minions Kids Flashing and Sound Digital Watch,"With yellow Minions on the dial, this flashing and sound watch will help your little one keep track of time with its easy-read digital format. A colorful print strap finishes its fun look.   Dial Color: Multicolor Strap: Multicolor plastic Bracelet Dimensions: 230mm long; 15mm wide Model No.: DMEKD085FLS   Jewelry photos are enlarged to show detail."
Heart & Soul® Double Waistband Pants - Plus Short,"Our pants feature a double waistband with trouser hooks and a straight leg for a comfortable, professional look. ●    double waistband with trouser hooks●    straight leg●    mid rise●    30"" inseam●    rayon/nylon/spandex●    hand wash, line dry●    imported  "
Manhattan Hat Company® Plaid Cape with Hood,"A toggle closure helps keep this plaid cape in place and in style. A hood and fringe round out the look. acrylic hand wash, dry flat imported"
St. John's Bay® Sleeveless Tie-Dyed Top,"Get ready for warm weather in our sleeveless tie-dyed top—made of lightweight fabric that's perfect for those sunny days. notched collarneck sleeveless approx. 28-30"" length rayon/polyester machine wash, line dry imported"
Lugz® Warfare Mid Mens Slip and Water Resistant Lace-Up Boots,"You'll take rugged conditions in stride in this tough boot. Featuring a slip-resistant sole and memory foam sole for comfort, the Warfare Mid WR is ready for anything.   technology flexastride molded memory foam sockliner for maximum comfort   construction water-resistant polyurethane/nubuck upper thermoplastic rubber outsole padded tongue and collar   details lace-up Mark II tested slip-resistant outsole rated ASTM-F1677"
Yuu™ Moria Slide Sandals,Our Yuu Moria sandal has a custom cushioned footbed and super-flex outsole for all day comfort.   polyurethane upper keyhole detail adjustable Velcro™ strap custom cushioned footbed super flex rubber sole
"itsy bitsy™ Sterling Silver Adjustable Clear Crystal, Red & Blue Enamel Heart Toe Ring",A clear crystal sparkles on top of this adjustable sterling silver toe ring featuring a patriotic red and blue enamel heart.  Metal: Sterling silverMaterial: Red and blue enamelStones: Crystal  Jewelry photos are enlarged to show detail.
KidKraft® Ballet Bears Doll Cradle,"Ballet bears doll cradle holds your baby's baby.   can be personalized up with to 12 characters in pink includes comforter, pillow and pad holds up to 19"" doll, not included 21.25x12.87x11.61""H WARNING: CHOKING HAZARD - small parts. Not for children under 3 years."
Liz Claiborne® Lafayette Crossbody Satchel,"An adjustable crossbody strap offers a hands-free carrying option to this chic satchel. top handle, 4"" drop adjustable crossbody strap top zipper closure synthetic; polyester lining 11Hx8½Wx4""D imported"
a.n.a® Lace Trim Woven Top,"Our lovely lace trim woven top is a reflection of the season's soft, feminine looks. roundneck short sleeves approx. 24 1/8"" length rayon hand wash, line dry imported"
Set of 4 Rayne Collage Wall Art,"Add beauty and style to your walls with this set of four collage wall art prints.   blend of traditional and botanical styling soft natural shades of blue, green and tan frameless oil reproductions to hang together or separately Set of 4. MDF/paper. Each measures 14x2-7/8x14-1/8""H. Hanging hardware included. Wipe with soft dry cloth. Imported."
Whitmor Over-the-Door Shoe Shelves,"Bring a gray crosshatch pattern to your shoe organization with our over-the-door shoe shelves, featuring twenty six shelves for shoe storage, with thirteen layers split into side-by-side compartments. gray crosshatch pattern 26 shelves with 13 layers split into side-by-side compartments see-through front maximizes visibility and provides access to shelves open to either side clean with damp cloth 22x6x63""H easy assembly imported"
Trend Lab® Chevron Deluxe Duffel Diaper Bag,"Form meets ultimate function and space with the Deluxe Duffel Diaper Bag by Trend Lab. This spacious diaper bag features several organizational pockets, a durable wipe-off exterior, sophisticated style and extreme versatility. coordinating changing pad  dirty duds zippered pouch adjustable removable stroller straps can attach to stroller top handle straps top zip closure durable polyester coordinating gray lining 2 extra-large and 2 smaller exterior zipper pockets 2 side bottle pockets  6 interior organizational pockets durable hardware 12Hx16Wx3""D imported spot clean with a damp cloth"
Signature Design by Ashley® Kyan Rectangle Rug,"This classic Persian-style area rug features a gorgeous antique-washed cream color, ideal for bedrooms or living rooms. durable machine-made construction long-lasting polypropylene fibers Latex® backing ½"" overall pile height for indoor use rug pad recommended spot clean imported Signature Design by Ashley® is a registered trademark of Ashley Furniture Industries, Inc."
Maples™ Mandalay Runner Rug,"A soft pattern and neutral tones make this runner the perfect piece for your hallway or entryway. cut-and-loop plle machine tufted nylon/Olefin latex backing    1¼"" overall thickness      Stain Resistant: No      Fade Resistant: Yes      Slip Resistant: Yes      Fire Retardant: No      Rug Pad Recommended: No      Use: Indoor      Care Instructions: Washable      Origin: Made in America"
Alfred Dunner® Weekend Getaway Pants,"Get ready for the comfort of the weekend in our ready-for-anything Alfred Dunner pants. elastic waistband 28"" inseam 100% cotton washable imported"
Evan Monogrammed Upholstered Headboard,"This upholstered bed is available in a variety of fabrics and colors to mix and match with any bedding and uniquely personalize your tweener or teen bedroom. The headboard and bed are available as a pair or individually.  Upholstered Bed: monogram child's name or initials, up to 11 characters durable soft and big-dot cotton duck, denim, and vinyl and sparkle vinyl fabric padded fill and side rails for comfort Two metal legs attach to headboard, which fits most standard bed frames. Headboards are available separately and require frame. Complete bed includes headboard and padded side rails. Bed requires a boxspring and mattress, sold separately. Wood/foam/steel/cotton/polyurethane. Assembly required. Spot clean only. Made to order, in the USA with imported parts. Twin headboard: 41x4x51""H Full headboard: 56x4x51""H (Please Note: The size of the monogram lettering is dependent on the length of the name.)"
"Paxton 22"" Curved Curio Cabinet","A focal point in any small space, this slim curio cabinet shows off your favorite collection with shimmering flair. sturdy hardwood and metal frame sparkling platinum finish doweled, glued and butt-and-mitered-joint joinery 3 adjustable glass shelves; 1 fixed shelf each shelf has a 25-pound capacity 2 curved front-opening glass doors high/low halogen lighting and mirrored back brighten up displayed items glides help prevent surface damage Measures 22Wx12Dx72""H. Wipe clean with a damp cloth. Imported."
Diamond-Accent & Color-Enhanced Blue Diamond-Accent Heart Ring,"The perfect way to promise her your love is forever, she will adore this stunning genuine and color-enhanced blue diamond accent ring set in classic sterling silver.   Metal: Sterling silver Stones: Diamond accents Other Stones: Color-enhanced blue diamond accents Setting: Prong Some diamonds may consists of fewer than 17 facets. Some diamonds may be treated and may require special care. Jewelry photos are enlarged to show detail."
Carter's® Easter Sleep & Play Set - Baby Boys newborn-9m,"From naptime to play time, these snug-fitting footed pajamas will keep him comfy and cozy. includes pajamas and embroidered bib long sleeves ankle-to-chin snap closure worry-free safety tab foldover cuffs on newborn size built-in bunny footies reinforced snaps on reinforced panel hook-and-loop bib closure 100% cotton washable imported For child’s safety, garment should fit snugly. This garment is not flame resistant. Loose-fitting garment is more likely to catch fire."
Levels of Discovery® Princess Mini Rocker,"Give your princess a throne worthy of her cuteness with this comfy royal rocker. under stamp beneath seat can be personalized photo greeting card included Crown backrest with 4"" x 6"" photo frame ages 3 and up for up to 50lbs. measures 21x13½x24""H 9.84"" seat height MDF/solid wood rocker: wipe clean cushion: dry clean only assembly required imported"
Chosungah 22 Dual Lip Tint & Gloss,"What it is:A two-in-one lip tint and gloss for vivid and glamorous lips. What it does:This dual tint and gloss features a color that expresses vibrant color, and a lip gloss that leaves the lips hydrated. The long-lasting gel-based tint offers two different shades of rich, bold color. Infused with soothing cupuaçu butter, the gloss moisturizes and volumizes lips—even while on the go. Suggested Usage:-Start by applying tint outwards, from inner lip to the outer lip. -Finish by evenly spreading the lip gloss over tinted lips with the brush. -Tip: the tint or gloss may be worn on its own to create a different look. Size:0.90 oz / 0.10 ozIngredients:-Cupuacu Butter: Moisturizes and volumizes. Tint: Water, Butylene Glycol, Glycerin, Carbomer, Phenoxyethanol, Tromethamine, Polysorbate 20, Methylparaben, Yellow 6, Red 28 Lake, Sodium Citrate, Yellow 5, Fragrance, Dextrin, Stevioside, Citric Acid, Theobromagrandiflorum Seed Butter. It May Contain: Red 33, Blue1, Red 28. Gloss: Polybutene, Diisostearyl Malate, Triethylhexanoin, Pentaerythrityl Tetraethylhexanoate, Silica Silylate, Vp/Hexadecenecopolymer, Microcrystalline Wax, Ethylhexylmethoxycinnamate, Titanium Dioxide, Tocopheryl Acetate, Fragrance, Dehydroacetic Acid, Polyglyceryl-2triisostearate, Yellow 5 Lake, Red 28 Lake, Polyglyceryl-2 Diisostearate, Theobromagrandiflorum Seed Butter. It May Contain: Yellow 6 Lake, Red 6, Red 7."
Whimsical Watches Personalized Nurse Womens Silver–Tone Bezel White Leather Strap Watch,"Celebrate that special nurse with this white leather strap watch. The dial is adorned with a stethoscope and nurse hat. Packaged in a box for easy gift giving. Made in America.   Dial Color: Multicolor Strap: White leather Clasp: Buckle Movement: Quartz Case Width: 38.1mm Case Thickness: 3mm Bracelet Dimensions: 10"" long; 16mm wide Model No.: U-0620013 Special Features: Scratch-resistant glass   Jewelry photos are enlarged to show detail."
"Rod Desyne Arielle 13/16"" Adjustable Curtain Rod","Criss-cross finials finished with a decorative crown give this regal curtain rod elegant style. 13/16"" diameter rod with decorative finials telescoping design allows for easy adjustment rod length excludes finials; add 3"" to each end for finials allow 2"" clearance for rod mounting hardware included Steel rod with resin finials. Imported."
tarte Double-Ended Camouflage Tool,"What it is:A double-ended, complexion-enhancing blending tool. What it does:This multifunctional tool is designed to apply tarte concealers and foundations. It is ideal for masking discoloration and uneven skintone, or correcting pesky imperfections. The ergonomic, removable sponge tip seamlessly applies the right amount of product to skin. The buffing brush smooths and blends into a flawless finish, and the pointed tip precisely applies foundation and concealer formulas to hard-to-reach areas around the nose, mouth, and corners of the eyes. What else you need to know:This brush features sustainably harvested bamboo and is made with synthetic bristles.Suggested Usage:-Remove the sponge from the base.-Pick up a small amount of foundation or concealer with the sponge applicator.-Dab under the eye area, covering blemishes, or any area of the face you wish you cover.-Using the brush side, buff and blend product outward until any brush strokes dissipate. You can also use the brush side to reach targeted areas around the nose, mouth, and corners of the eye.-For fuller coverage, apply product with the brush side of the applicator and blend outward in small strokes."
Concord Octagonal Rug,"This rug features a classic pattern of scrolling vines and florals.   plush yet durable fibers heat-set construction for long-lasting colors machine-woven construction highly durable polypropylene/olefin ½"" pile height; ½"" overall thickness measures 7'7""x7'7"" Stain Resistant: No Fade Resistant: N/A Slip Resistant: N/A Rug Backing: N/A Fire Retardant: Yes Rug Pad Needed: Rug pad is recommended to improve skid resistance and protect underlying surfaces. Use: Indoor Care Instructions: Professionally clean Origin: Imported"
akademiks® Commanco Jogger Pants,Fly knit joggers from akademiks offer laidback comfort and eye-catching style. regular fit drawstring waist slant front pockets cuffed bottom cotton/polyester washable imported
Design Imports Set of 6 Placemats,"Give your table an updated look with our placemats, featuring a vibrant print in a range of colorful hues to liven up your home décor. set of 6 100% cotton each placemat measures 19x13"" washable imported"
Zoo York® Back in Black Raglan Tee,"This tonal, Zoo York graphic tee is what East Coast urban style is all about. crewneck raglan sleeves cotton washable imported"
Nunn Bush® Colton Mens Leather Walking Shoes,Our moc-toe oxford is classy and lightweight to provide him with the look he wants and the comfort he needs.    technology impact-absorbing gel pad provides all-day comfort construction soft tumbled leather upper lightweight rubber sole details lace up padded collar provides enhanced comfort breathable fabric lining D (Medium) 2E (Wide)
Worthington® Modern Fit Straight-Leg Pants,"With a double-decker wide waistband and neat pintucks, our modern-fit straight-leg pants sit at your waist, with a relaxed fit through the hip and thigh, and angled front pockets for a lean and slimming effect. flat front zip fly with hook, bar and inside button closure 2 front slash pockets 2 back faux welt pockets nat/burg windowpane: polyester/rayon all other colors: polyester/rayon/spandex washable imported misses: 33"" inseam misses short: 31"" inseam misses long: 35"" inseam"
Sutton Bathroom Corner Wall Cabinet,"Featuring an elegant crown-molded top with a clear glass door, this corner wall cabinet opens up your bathroom while providing plenty of room for essentials. solid MDF construction wood dowel, camlock and screw joinery cabinet door opens to 1 fixed shelf chrome-finished hardware Measures 23Wx15Dx24""H. Wipe clean with a damp cloth. Assembly required; screwdriver needed. Imported."
Stafford® Travel Flat-Front Suit Pants - Classic,"These suit pants have season-spanning style in a resilient fabric that won’t get road-weary. And they’re machine washable, too. crease-resistant and resilient fabric classic fit zip fly with button tab and hook-and-eye closure flat front front slash pockets back button-through welt pockets lined to the knee hemmed fabric: wool/polyester lining: polyester washable imported"
Decree® Silver-Tone Elephant Stretch Ring,An exotic and intricately detailed elephant makes our fashion ring a fun choice for everyday style. Metal: Silver-tone metalOther: Stretch Jewelry photos are enlarged to show detail.
Buxton® Rose Garden Expandable Clutch,"This clutch features a subtle rose-embossed design and enough room for all your credit cards, gift cards and cash. top flap with snap closure synthetic/leather rose-embossed design exterior zip pocket for coins 6 interior slip pockets, 12 credit card slots, 2 ID windows and zip pocket 3¾Hx7½Wx1½""D imported"
Microfiber Tear Drop Beanbag Chairs,"Super-soft. Super-comfortable. It's everything and more than you'd expect of your favorite beanbag chair.   velvety soft faux suede microfiber stylish, sophisticated colors double-stitched seams and auto-lock safety zipper 112"" beanbag has handle and teardrop shape for full lounging comfort refillable Polyester with polystyrene pellets. Measurements stated are circumferences. Spot clean. USA."
Porto Cruz® V-neck Sharkbite Tunic Cover-Up,"Put a fierce spin on fun in the sun with our animal patterned lace cover-up, featuring a sharkbite hem with side slits. lace 3/4-sleeves polyester hand wash, dry flat imported  "
Antique Chic Quilted Cotton Throw,"With charming floral prints and paisleys, this quilted cotton throw combines coziness and comfort with updated retro styling.   quilted fabric-bound edges prewashed preshrunk 50x60” cotton washable imported"
Relic® Mens Silver-Tone Automatic Skeleton Watch ZR12013,"Confident and self-assured, this handsome Relic men’s watch showcases a skeleton dial that reveals its mechanical workings. It’s always ready when you are, as your movements are the power source for this self-winding, automatic timepiece.   Brand: Relic® Dial Color: Black Strap: Silver-tone stainless steel Clasp: 2-pusher foldover Movement: Automatic Water Resistance: 165' Case Width: 42mm Case Thickness: 14mm Bracelet Dimensions: 195-205mm long, 22mm wide Model No.: ZR12013 Special Features: Water-resistant to 5ATM, skeleton dial Jewelry photos are enlarged to show detail.  "
Mossy Oak® Mens Knife and Black Leather Strap Watch Set,"Whatever your outdoor activity—camping, hiking or fishing—be prepared with this multifunction knife and handsome leather strap watch set. Packaged in a box for easy gift giving. Brand: Mossy Oak Dial Color: White Strap: Black leather Clasp: Buckle Movement: Quartz Case Width: 45mm Case Thickness: 11mm Bracelet Dimensions: 9¾"" long; 20mm wide Model No.: MOW075G-BK-SET Jewelry photos are enlarged to show detail.  "
Danny & Nicole® Sleeveless Floral Lace Fit-and-Flare Dress,"Conquer your day in style wearing our sleeveless floral lace dress, which features a darling chest cutout. scoopneck back zip 38"" length from shoulder lined polyester hand wash, line dry imported"
Manorcraft by Pimpernel® Café de Paris Set of 4 Cork-Backed Placemats,"If you can’t go to Paris for a meal, bring the French style to your dinner table with these elegant placemats. glossy lacquer coated paper print with cork backing heat resistant up to 212° F stain and scuff resistant set of 4 each measures 16x12"" wipe clean with damp, clean cloth imported"
Marcasite Pure Silver-Plated Cocktail Ring,"Ornately detailed with flowers, filigree and marcasite, this ring is carved into a beautiful masterpiece for your hand. Metal: Pure silver-plated metal Stones: Marcasite Gemstones may be treated and may require special care. Jewelry photos are enlarged to show detail.  "
Enamel Superman Shield Tie Bar,"Sleek Superman tie bar upgrades your neckwear with Man of Steel style.   slide closure 2 x ⅜"" silver-plated metal/enamel imported"
Chef Designs® Chef Hat,Look like the consummate professional you are in this adjustable-fit chef hat from Chef Designs.     poplin adjustable back hook-and-loop one size fits most polyester/cotton washable imported of domestic fabric
