SqFtTotLiving,SqFtLot,Bathrooms,Bedrooms,BldgGrade,AdjSalePrice
1470,3976,2.5,3,7,375362.0
1450,5400,1.5,3,6,385873.0
1460,4369,2.5,3,7,373130.0
820,7200,1.0,2,5,303507.0
1860,7200,1.5,3,6,416161.0
1860,7200,1.5,3,6,415957.0
1490,12707,1.0,3,6,501508.0
3780,14002,3.5,4,10,896873.0
5540,15822,3.5,5,11,1384865.0
5540,15822,3.5,5,11,1094398.0
5540,15822,3.5,5,11,1031212.0
4330,18808,4.0,3,10,1289443.0
4330,18808,4.0,3,10,898492.0
4230,18290,3.25,4,10,1027212.0
3900,13346,2.5,4,10,874017.0
3530,11725,3.5,4,10,928683.0
3480,9521,3.5,4,10,733968.0
2360,5171,2.5,3,7,491806.0
2360,4714,2.5,3,7,516026.0
2120,7910,2.5,3,7,516386.0
2420,7307,2.5,3,7,467200.0
2160,9092,2.5,4,7,468974.0
2420,7891,2.5,3,7,538947.0
2420,7891,2.5,3,7,519366.0
4230,9453,3.5,4,11,1064415.0
3360,9170,3.5,4,10,787284.0
3360,9170,3.5,4,10,867099.0
2400,5829,2.5,3,8,561146.0
2910,6250,2.5,4,8,595189.0
3250,7958,2.75,4,9,742552.0
3710,7984,2.75,4,9,740556.0
3710,7984,2.75,4,9,749692.0
2950,6072,2.5,4,9,669976.0
2910,7287,2.5,4,8,647986.0
2400,6182,2.5,3,8,601037.0
2910,6642,2.5,4,8,640467.0
2400,5817,2.5,3,8,500590.0
2550,5835,2.5,4,8,564779.0
2400,5800,2.5,4,8,524702.0
2400,5817,2.5,3,8,528298.0
2400,5818,2.5,3,8,586640.0
2910,6381,2.5,5,8,597333.0
2630,5192,2.5,3,9,678734.0
2960,6534,2.75,4,8,639830.0
2200,4544,2.5,3,8,560985.0
2580,5431,2.5,3,8,526558.0
2630,4611,2.5,3,8,554218.0
2500,4033,2.5,3,8,482893.0
2190,4365,2.5,4,8,552963.0
2190,4365,2.5,4,8,568853.0
1890,3930,2.75,3,8,481705.0
2100,5824,2.5,3,8,583991.0
2080,4931,2.5,3,8,543439.0
1890,4009,2.5,3,8,459028.0
2420,5347,2.5,4,7,541210.0
2420,4655,2.5,4,7,465986.0
2360,4627,2.5,4,7,505162.0
2620,5130,2.5,4,7,545704.0
2320,3974,2.5,4,7,475366.0
2270,4488,2.5,3,7,515665.0
2660,5997,2.5,4,7,545136.0
2660,5997,2.5,4,7,493880.0
2660,5997,2.5,4,7,541225.0
2390,5316,2.5,4,7,533333.0
2580,6306,2.5,4,7,528668.0
2680,4500,2.5,3,7,527319.0
2680,4500,2.5,3,7,433744.0
2760,5325,2.5,3,7,545136.0
2960,5027,2.5,4,7,587970.0
2760,5500,2.5,3,7,542864.0
2120,4500,2.5,3,7,473739.0
2120,4500,2.5,3,7,456494.0
2710,6399,2.5,4,9,666586.0
2070,3986,2.5,3,8,534215.0
1780,3811,2.5,3,8,460486.0
2470,3811,2.5,4,8,499376.0
1540,3471,3.5,3,7,443379.0
1800,5529,2.5,3,7,473511.0
1920,3706,2.5,3,7,391660.0
1590,3959,2.5,3,7,418884.0
1590,4242,2.5,3,7,387464.0
1590,4242,2.5,3,7,400414.0
1590,3411,2.5,3,7,411691.0
1540,3411,2.5,3,7,430035.0
1590,4746,2.5,3,7,421561.0
1590,4746,2.5,3,7,403319.0
3110,11727,2.5,3,9,828894.0
4380,15964,2.5,3,10,1101639.0
1760,3979,2.5,3,8,470895.0
1760,3761,2.5,4,8,459337.0
2230,3761,2.5,3,8,514879.0
2500,4270,3.5,3,8,578898.0
2420,4205,2.5,4,8,516912.0
2730,5500,2.5,4,9,684713.0
2590,5756,2.5,4,8,588108.0
2420,4209,2.5,3,8,490734.0
1250,3760,2.0,4,7,347124.0
2300,7398,2.5,3,8,605835.0
2020,5525,2.5,3,8,519786.0
2380,5310,2.5,3,8,520084.0
2150,7529,2.5,3,9,585834.0
2810,9351,2.5,4,9,707768.0
2990,8622,2.5,4,9,670876.0
3460,7930,3.5,5,9,705564.0
4370,12765,4.5,5,10,1032158.0
2600,4724,2.5,3,7,498000.0
2340,4273,2.5,3,7,499564.0
2510,4508,2.25,3,7,492698.0
2040,4969,2.5,3,7,452467.0
2240,6396,2.5,3,7,470325.0
2284,7730,2.5,3,7,518725.0
2240,6047,2.5,4,7,517634.0
2830,10954,2.5,4,8,560991.0
2270,5261,2.5,3,8,495683.0
2160,4540,2.5,3,8,505546.0
1700,4000,2.5,3,7,388481.0
1470,3999,2.5,3,7,388640.0
1700,4000,2.5,3,7,454573.0
1970,4036,2.5,3,7,470851.0
1970,5454,2.5,3,7,448792.0
2240,5829,2.5,3,7,532461.0
1700,5020,2.5,3,7,428434.0
1960,4914,2.5,3,7,445736.0
1960,4914,2.5,3,7,452966.0
2620,4646,2.5,4,7,478585.0
2310,4227,2.5,3,7,495123.0
5880,18866,6.25,5,12,2135727.0
4980,18069,3.75,4,11,1531803.0
3430,15877,2.75,4,11,946356.0
3180,5438,2.5,4,9,728701.0
3030,7924,2.5,4,9,585245.0
2370,5333,2.5,3,9,587607.0
2370,5333,2.5,3,9,516765.0
1870,4186,2.5,3,8,452467.0
1630,3304,2.5,3,8,416224.0
1950,3369,2.5,4,8,443979.0
1870,3566,2.5,3,8,483099.0
2340,3449,2.5,3,7,406096.0
1430,3658,2.5,3,7,412071.0
2720,4456,2.5,3,7,471842.0
2720,4456,2.25,4,7,508350.0
2350,4456,2.5,3,7,510632.0
2720,6347,2.5,5,7,487619.0
1700,3982,2.5,3,7,424617.0
2340,4295,2.5,3,7,475492.0
2880,6434,2.5,3,7,526209.0
2480,6430,2.5,3,7,564772.0
3600,6875,3.5,6,8,655765.0
2990,6701,2.75,4,8,650897.0
3410,5936,2.5,3,8,655878.0
3240,6186,2.5,3,8,699127.0
2430,5806,2.5,3,8,577156.0
2430,5806,2.5,3,8,590712.0
2710,6038,2.5,4,8,668070.0
2700,6037,2.5,3,8,625995.0
2700,6037,2.5,3,8,707542.0
2730,6054,2.5,4,8,702357.0
1450,3748,2.5,3,7,409023.0
2190,3501,2.5,3,7,489654.0
1970,3773,2.5,3,7,435605.0
1450,3850,2.5,3,7,376449.0
1990,3171,2.5,4,7,408042.0
2340,3748,2.5,3,7,510188.0
2190,4066,2.5,3,7,503287.0
2950,7457,2.5,4,9,640188.0
2560,8791,2.5,3,9,641838.0
2760,8494,2.5,3,9,583296.0
2760,8454,2.5,4,9,594806.0
2750,10058,2.5,4,9,644495.0
3330,7921,2.5,4,9,743683.0
4420,7902,3.5,4,10,846593.0
4220,8004,3.25,4,10,885744.0
3860,10994,2.5,4,10,924917.0
3030,8139,2.5,4,9,660559.0
2640,4735,2.5,4,8,539166.0
2050,5694,2.5,3,8,486005.0
2280,6134,2.5,3,8,483218.0
2950,7695,2.5,4,8,654483.0
3250,5274,2.5,4,9,701935.0
2920,6000,2.5,4,9,649151.0
2920,6000,2.5,4,9,678298.0
3160,6000,2.5,4,9,738374.0
3250,6000,2.5,4,9,729281.0
2530,4500,2.5,4,7,515579.0
2690,4819,2.5,3,7,542386.0
2360,6200,2.5,4,7,482540.0
1380,6947,2.5,3,7,421363.0
2230,5800,2.5,3,7,495738.0
2230,6116,2.5,3,7,474921.0
1430,5074,2.5,3,7,416287.0
2080,4307,2.5,3,7,391988.0
3890,9130,2.75,5,9,829899.0
4110,8328,3.75,5,9,851278.0
3180,6508,2.5,4,9,773564.0
2720,6439,2.5,3,9,676686.0
4110,13602,4.25,4,9,832441.0
2660,7226,2.5,4,9,590838.0
3450,8496,2.5,4,9,711635.0
3180,6654,2.75,4,9,677982.0
3860,5130,2.5,4,8,729648.0
2870,7229,2.25,3,8,580783.0
2870,7229,2.25,3,8,558592.0
2510,6695,2.5,3,8,535739.0
2910,4631,2.5,5,7,486117.0
2480,4761,2.5,3,7,489895.0
2480,4500,2.5,3,7,532267.0
3350,6254,3.75,5,9,701384.0
2740,7191,2.5,4,7,494442.0
2740,7191,2.5,4,7,575199.0
2730,7649,2.5,4,7,516910.0
2730,7649,2.5,4,7,540746.0
2730,6283,2.5,4,7,510808.0
2730,6121,2.5,4,7,477993.0
2890,7306,2.5,4,7,499648.0
2890,7306,2.5,4,7,567019.0
2730,6785,2.5,4,7,495242.0
2960,7865,2.5,4,7,533468.0
2960,7865,2.5,4,7,566698.0
3280,12561,2.5,4,7,567862.0
3790,6687,3.5,5,8,740669.0
3460,6367,3.25,5,8,713390.0
2950,7411,3.25,4,8,692218.0
2920,10172,2.75,5,8,664372.0
3550,10081,3.25,5,8,733431.0
3760,7383,3.5,6,8,733573.0
3100,5298,2.75,5,7,550866.0
3100,5250,3.0,5,7,523046.0
1750,5250,2.0,3,7,469684.0
2720,5250,2.5,4,7,510039.0
2570,6933,2.5,4,7,524771.0
2170,9851,2.5,3,7,476396.0
3100,5000,2.5,4,7,523724.0
2880,8833,2.5,4,7,541230.0
2570,6157,2.5,4,7,473468.0
1960,5046,2.5,3,7,427292.0
2060,4578,2.5,3,7,452232.0
2320,4578,2.5,4,7,443331.0
2090,4400,2.5,3,7,450191.0
2460,4376,2.5,4,7,445155.0
2060,4413,2.5,4,7,426699.0
2270,4400,2.5,4,7,460748.0
1960,4400,2.5,3,7,421835.0
2060,4400,2.5,5,7,436222.0
2460,6454,2.5,4,7,482155.0
2460,4400,2.5,4,7,467226.0
1960,4400,2.5,3,7,445923.0
2270,4400,2.5,4,7,449902.0
2460,4400,2.5,4,7,469521.0
2460,4400,2.5,4,7,485060.0
1960,4400,2.5,3,7,412371.0
1960,5234,2.5,3,7,442470.0
1960,4587,2.5,3,7,432255.0
2170,4587,2.5,4,7,500507.0
1960,4766,2.5,3,7,417521.0
2570,5798,2.5,4,7,447191.0
2570,5798,2.5,4,7,480398.0
2440,7962,2.5,4,7,485859.0
2170,5000,2.5,3,7,505231.0
2440,5000,2.25,4,7,485986.0
1750,5000,2.0,3,7,467484.0
1960,5000,2.5,3,7,446754.0
2720,6224,2.5,4,7,510760.0
2720,5425,2.5,4,7,517213.0
2440,5088,2.5,4,7,470373.0
2440,5088,2.5,4,7,464370.0
2170,5866,2.5,3,7,445846.0
4000,9309,4.0,4,9,773633.0
3550,8048,2.5,4,9,739946.0
3550,10435,2.5,4,9,807224.0
3940,9780,3.25,5,9,722057.0
3260,16446,2.75,4,9,761895.0
4000,15253,3.5,4,9,821122.0
3550,10968,2.5,4,9,775765.0
3550,10968,2.5,4,9,733968.0
3550,10968,2.5,4,9,734645.0
3550,8750,2.5,4,9,791081.0
3920,8572,3.25,5,9,809018.0
2840,7001,2.5,4,9,661233.0
2840,7001,2.5,4,9,565553.0
3110,6621,2.75,5,9,664651.0
2770,5435,2.5,4,7,531468.0
1980,5087,2.5,3,7,456530.0
2770,8583,2.5,4,7,481518.0
2320,7261,2.5,3,7,460867.0
1890,4661,2.5,4,7,438189.0
1890,4400,2.5,4,7,433348.0
1890,4400,2.5,4,7,449259.0
1890,4397,2.5,4,7,432009.0
1960,6997,2.5,3,7,431848.0
2460,4888,2.5,3,7,473880.0
2060,4399,2.5,3,7,435391.0
2270,4399,2.5,3,7,451287.0
2060,4399,2.5,3,7,431624.0
2460,4399,2.5,3,7,447336.0
2060,4362,2.5,3,7,445618.0
2570,4377,2.5,4,7,445495.0
2570,4377,2.5,4,7,439938.0
2320,5375,2.5,4,7,430667.0
2320,5375,2.5,4,7,454045.0
2320,5375,2.5,4,7,475439.0
1890,5395,2.5,4,7,409056.0
1890,5395,2.5,4,7,418779.0
2380,9053,2.5,4,7,535631.0
3170,8117,2.5,4,7,554499.0
2440,6638,2.5,4,7,442650.0
2440,6638,2.5,4,7,472777.0
2440,6638,2.5,4,7,494862.0
2230,8917,2.5,4,7,448857.0
1980,8686,2.5,4,7,402699.0
2440,6406,2.5,4,7,488153.0
2210,5000,2.5,4,7,529181.0
2910,6479,2.5,4,7,526615.0
2910,6479,2.5,4,7,522397.0
2320,6366,2.5,4,7,444320.0
1890,5178,2.5,3,7,423088.0
2320,5178,2.5,4,7,428065.0
2460,5253,2.5,4,7,443891.0
1890,6968,2.5,4,7,410809.0
2320,10046,2.5,4,7,456406.0
2320,10046,2.5,4,7,490827.0
2320,10046,2.5,4,7,451720.0
2480,9971,2.5,4,7,456238.0
3240,7003,2.75,4,9,735369.0
3240,7003,2.75,4,9,675905.0
4150,5471,3.5,5,9,711111.0
3240,5300,2.75,5,9,721648.0
3240,5324,1.0,5,9,644817.0
3190,6084,2.75,4,9,719853.0
3250,6091,2.75,4,9,718291.0
4010,5832,3.5,5,9,790622.0
3190,5308,2.75,4,9,715648.0
3090,7861,3.5,5,9,670480.0
3240,6136,2.75,5,9,684868.0
3330,7131,3.5,4,9,706975.0
3240,8010,2.75,5,9,712774.0
3190,8737,2.75,4,9,692329.0
2630,5394,2.5,4,9,682463.0
2630,5394,2.5,4,9,627082.0
3310,5451,2.75,5,9,749566.0
3600,10264,2.5,4,9,790021.0
2630,6326,2.5,4,9,660904.0
3190,5703,2.75,4,9,733230.0
3190,5703,2.75,4,9,723081.0
3190,5923,2.5,4,9,706100.0
3240,6041,2.75,4,9,822695.0
3200,5834,2.75,4,9,717531.0
3310,6166,2.75,4,9,701587.0
3170,7369,3.25,4,9,723164.0
2420,8173,2.5,4,8,617953.0
2420,8173,2.5,4,8,627894.0
2300,4164,2.75,3,8,560242.0
2010,4160,2.5,3,8,546860.0
2010,4160,2.5,3,8,471291.0
2300,4637,2.75,3,8,568735.0
2300,4637,2.75,3,8,537965.0
3190,6670,2.75,4,9,731268.0
3210,7041,2.5,4,9,697694.0
3190,5924,2.5,4,9,699492.0
3190,5648,2.75,4,9,626990.0
4110,7045,3.5,4,9,739956.0
3430,6792,3.5,4,9,768213.0
1790,1721,2.75,2,8,478374.0
1830,1999,2.5,2,8,489130.0
1850,4613,2.5,3,8,467307.0
1650,2394,2.5,2,8,417677.0
1620,3058,2.5,2,8,451841.0
1700,2513,2.5,2,8,427505.0
1760,2973,2.75,3,8,465077.0
1770,3172,2.75,3,8,465077.0
1620,3196,2.5,2,8,465105.0
1620,2891,2.5,2,8,470025.0
1770,1936,2.75,3,8,452258.0
1770,1936,2.75,3,8,361279.0
1910,2912,2.5,2,8,466843.0
1620,2378,2.5,2,8,425764.0
1650,2710,2.5,2,8,375464.0
1620,3834,2.5,2,8,502166.0
1770,1902,2.75,3,8,447510.0
1770,1902,2.75,3,8,418596.0
1770,1876,2.75,3,8,516413.0
1760,4770,2.75,2,8,460086.0
1870,3076,2.75,2,8,405568.0
1760,4139,2.75,2,8,471015.0
1410,2048,2.5,2,8,355502.0
1940,3198,2.75,3,8,493932.0
1940,3088,2.75,3,8,480497.0
3270,6058,3.25,4,10,779960.0
2660,6018,2.5,4,9,553168.0
3080,10757,3.0,4,8,832321.0
3440,8282,2.5,5,9,1302436.0
2490,11325,2.25,3,10,1044830.0
1670,9317,2.25,3,8,752152.0
2960,10800,2.25,4,8,660655.0
2590,8990,2.5,4,8,849564.0
2560,8607,2.5,4,8,890330.0
2990,10116,2.5,5,8,727868.0
3190,8684,2.5,4,9,1211146.0
3900,9750,3.0,4,10,1761678.0
3180,9400,2.5,2,10,1528180.0
3310,8540,2.25,4,9,1190846.0
3970,9900,2.75,5,9,1416393.0
3970,9900,2.75,5,9,1405750.0
4230,10960,3.25,5,9,1536646.0
2680,9050,2.5,3,9,1095233.0
2420,13200,2.25,3,10,982755.0
4120,9794,3.25,4,12,2143294.0
2390,10500,2.5,3,9,1005887.0
2290,8900,2.25,4,8,706300.0
2290,8900,2.25,4,8,864994.0
2240,15512,2.25,4,9,618145.0
3620,8925,3.0,5,9,1067452.0
2110,10100,2.5,4,8,1041801.0
2770,9700,1.75,5,8,879040.0
3420,10000,2.5,5,8,982269.0
3180,11600,2.75,5,8,854430.0
2810,9800,2.5,4,8,901377.0
1850,8925,2.0,3,8,519027.0
3360,9100,2.75,4,8,800103.0
1790,10500,1.75,4,8,820449.0
2380,8800,2.25,4,8,736015.0
2930,24550,2.5,4,10,1001571.0
3420,25150,2.5,3,10,772030.0
3320,13874,2.25,4,9,1072464.0
1800,9200,2.5,3,8,565780.0
2820,8600,2.5,6,8,607027.0
1660,9800,1.75,3,8,655463.0
1720,8300,2.25,3,8,581208.0
2420,9900,2.75,5,8,650053.0
1800,5182,1.0,2,6,280608.0
830,5480,1.0,2,6,308044.0
2080,5000,2.25,4,7,432814.0
1860,7840,1.75,4,7,352389.0
2760,7649,1.5,4,7,387464.0
2500,8890,3.0,5,7,422578.0
2350,3205,3.25,5,7,307925.0
1690,5008,3.0,4,7,445736.0
890,6028,1.0,2,6,297488.0
590,9072,1.0,1,6,241402.0
2210,4913,2.25,4,7,390898.0
1120,6650,1.0,3,6,331343.0
2190,9727,2.0,4,7,433085.0
2830,8459,2.5,3,8,647349.0
2330,10085,2.5,3,9,279054.0
2230,192971,2.25,5,7,446324.0
1830,5950,1.0,4,7,503656.0
1830,5950,1.0,4,7,469898.0
2430,4040,1.75,3,8,875950.0
2980,4800,3.25,4,9,1051507.0
1660,3250,2.0,4,7,529312.0
2890,4000,2.75,3,8,971319.0
1960,2400,1.5,3,8,775150.0
2340,3200,1.75,3,7,789154.0
2340,3200,1.75,3,7,784244.0
2100,3400,1.75,4,7,839407.0
2390,3852,3.5,4,9,995645.0
3660,5040,2.5,4,9,1762555.0
980,8475,1.0,3,7,285299.0
1608,7840,2.5,4,7,285934.0
1000,8439,1.0,3,7,274959.0
960,10761,1.0,3,6,242523.0
1040,6000,1.0,3,6,191718.0
1580,7150,1.75,3,7,307001.0
1080,9262,1.75,3,7,321710.0
1390,6538,2.0,3,7,328537.0
2630,36000,2.5,4,10,720434.0
2630,36000,2.5,4,10,583031.0
2810,33142,3.25,4,10,760459.0
3040,35201,2.5,4,10,813052.0
1890,17720,2.5,3,7,466482.0
770,8460,1.0,1,6,340746.0
2260,13295,2.5,4,9,617544.0
1900,5000,1.75,3,7,354827.0
1900,5000,1.75,3,7,380061.0
2060,7220,1.0,2,9,857231.0
1950,4931,2.5,3,9,831011.0
4250,20489,3.0,4,9,1272522.0
5140,14430,4.25,5,11,1664245.0
3300,13165,2.5,3,11,1387687.0
2850,3601,3.25,3,10,1133333.0
2850,3601,3.25,3,10,1224739.0
2800,3600,3.25,3,10,1306002.0
1250,4500,2.0,3,5,278857.0
960,6000,1.0,2,7,176328.0
1620,6000,1.5,3,7,300641.0
2570,6000,2.75,5,7,415956.0
880,2700,1.75,2,6,193728.0
1240,6000,2.0,3,6,142768.0
1070,7500,1.5,3,7,299679.0
1060,4500,1.75,3,6,192292.0
1360,3000,2.5,3,7,320304.0
2930,6720,2.5,6,7,445326.0
1210,4250,2.0,3,7,314702.0
1100,6000,1.0,2,6,295282.0
1100,6000,1.0,2,6,297912.0
1200,1601,2.5,2,9,398159.0
720,4500,1.0,2,6,219367.0
1870,9000,1.5,3,7,330411.0
1380,6000,1.75,3,7,131386.0
2200,6000,1.5,2,7,387781.0
1280,9000,1.0,3,6,245695.0
900,3400,1.0,2,6,221016.0
2030,6424,2.5,3,8,364935.0
1130,9600,1.5,3,6,270065.0
1780,10820,2.0,3,7,420721.0
1060,7473,1.0,3,7,267730.0
1350,7473,1.0,4,7,263389.0
2040,7689,2.5,4,7,302994.0
1760,8615,1.0,3,7,260831.0
2380,13000,2.5,4,9,634994.0
1550,7000,1.0,3,7,280482.0
990,7520,1.0,3,7,264186.0
730,5200,1.0,2,6,247413.0
1950,3000,2.5,3,7,340021.0
1610,3000,1.75,3,7,312084.0
1450,3000,2.5,3,7,353070.0
820,3375,1.0,2,6,270708.0
1000,6000,1.75,3,6,273240.0
1420,6000,1.0,3,6,189959.0
940,6000,1.0,2,6,124498.0
1270,7500,1.0,3,7,113249.0
1470,3300,2.0,3,7,341584.0
1520,4600,1.75,3,7,376140.0
1340,2500,2.0,3,7,322539.0
1340,2500,2.0,3,7,371188.0
1460,2500,1.75,3,7,366154.0
700,2500,1.0,2,7,343393.0
1300,5375,1.0,3,7,294473.0
2020,10000,2.0,6,6,310225.0
2020,10000,2.0,6,6,279293.0
1330,7500,1.5,3,7,317730.0
1350,5975,1.0,3,7,344331.0
1370,12000,1.5,3,7,285377.0
1720,10212,2.25,5,7,413244.0
1220,7500,1.0,3,6,267408.0
1480,11000,1.5,3,7,258985.0
1790,10000,1.5,4,7,372772.0
1290,7100,2.0,3,6,289574.0
3370,9525,2.0,4,7,419141.0
3370,7500,3.5,4,8,734718.0
1160,13445,1.0,4,5,54373.0
2520,12293,2.25,3,8,624346.0
2412,10200,2.75,3,7,229570.0
1900,7500,3.0,4,7,391691.0
1850,5383,2.5,3,7,364089.0
2020,20500,2.0,4,7,469353.0
2020,20500,2.0,4,7,543861.0
1010,9512,1.5,3,7,395631.0
1690,7839,1.5,4,7,263579.0
1580,8468,1.5,4,7,320904.0
1580,8550,2.0,4,7,312617.0
1290,6034,1.0,4,6,265000.0
1880,9974,2.75,4,6,390151.0
2770,7993,2.5,6,7,443239.0
720,4720,1.0,2,6,186327.0
1350,1191,2.5,3,7,322554.0
1350,1195,2.5,3,7,319338.0
1300,1157,2.5,3,7,317534.0
1350,1189,2.5,3,7,326482.0
1300,1165,2.5,3,7,319948.0
1300,1202,2.5,3,7,307278.0
1300,1199,2.5,3,7,306866.0
1070,649,2.0,2,8,267321.0
1020,928,2.25,3,7,264217.0
1820,15570,1.75,3,8,706095.0
1550,7500,1.75,3,8,677088.0
3040,7500,2.5,4,8,747766.0
1710,4000,1.5,3,6,513935.0
1810,5733,1.75,3,7,523436.0
1810,5733,1.75,3,7,558496.0
1450,4680,1.0,2,7,529542.0
770,3008,1.0,2,5,368339.0
1260,4680,1.75,2,7,491289.0
1000,4680,1.0,3,7,387891.0
1870,4680,1.0,3,7,443733.0
900,3588,1.0,2,6,389620.0
1990,9525,1.0,3,7,534119.0
1400,4720,1.75,2,7,494765.0
1850,7600,2.25,4,7,303825.0
1820,11600,2.75,4,7,483435.0
3120,11695,2.5,5,8,606964.0
2910,9156,2.75,4,7,419703.0
1600,15044,2.0,4,7,432860.0
2480,10662,2.5,4,7,433385.0
1510,6960,1.75,3,7,431654.0
1510,6960,1.75,3,7,426337.0
1370,9800,1.5,3,7,309935.0
1220,9147,2.0,4,7,314754.0
1220,9147,2.0,4,7,282597.0
1920,4862,1.75,4,7,520201.0
2240,3942,3.0,4,8,603271.0
1740,5750,2.0,3,7,465115.0
740,5100,1.0,2,7,391523.0
2560,7200,2.5,4,7,391691.0
2140,8730,2.25,3,8,608769.0
1630,8431,2.0,4,8,374043.0
1520,10116,2.0,4,7,509797.0
1770,8400,1.75,4,8,477899.0
3570,8820,2.75,4,8,667221.0
3570,8820,2.75,4,8,685896.0
1780,10260,2.25,4,8,477534.0
2360,13271,2.5,4,8,612050.0
3290,11900,1.75,5,8,634520.0
3320,11500,3.0,5,8,626393.0
2500,9033,2.5,3,8,606259.0
2040,7334,2.0,4,7,559900.0
1600,7251,2.0,4,7,486268.0
1590,9340,1.75,4,7,542450.0
2940,10569,2.5,2,10,734426.0
1970,8710,2.75,4,8,581730.0
1970,8710,2.75,4,8,722752.0
1770,8050,1.75,3,7,578872.0
2030,9032,1.75,3,7,632509.0
2090,7875,2.25,4,7,527731.0
2560,10360,2.25,5,8,718485.0
1990,8355,2.5,4,7,515762.0
3920,10825,3.25,5,9,1803286.0
1650,10262,1.75,3,7,415362.0
1480,10094,1.75,3,7,432977.0
2700,9240,3.5,4,8,355134.0
2040,8142,1.75,5,7,532892.0
1420,7560,2.0,4,7,436825.0
2150,7252,2.25,4,7,597690.0
1780,8278,1.5,3,7,477458.0
2040,7084,1.75,3,7,462727.0
1200,4500,1.75,3,7,479579.0
4570,6060,3.5,5,9,1395419.0
4020,4500,3.25,5,9,1382214.0
3590,9588,2.75,5,9,1177221.0
3750,7395,3.5,4,9,1366600.0
2530,7372,2.5,4,9,579048.0
890,6400,1.0,2,7,382148.0
1150,6144,1.75,3,6,405632.0
820,3750,1.0,2,7,411893.0
1330,3750,1.0,3,6,385727.0
1920,5688,2.0,4,7,596889.0
4140,12485,3.5,4,9,1426885.0
2160,6000,2.5,3,7,670939.0
2400,6000,1.75,3,7,531788.0
1980,28196,2.75,4,7,1355160.0
3630,30570,2.75,5,11,1010028.0
3620,35429,2.75,4,10,871210.0
3620,35429,2.75,4,10,826042.0
2040,15000,1.75,4,8,391660.0
2040,15000,1.75,4,8,381377.0
1370,5756,2.0,2,8,433035.0
1630,4534,2.5,3,8,457624.0
740,2106,1.0,2,7,308706.0
1270,2568,1.75,3,7,377132.0
1270,2568,1.75,3,7,331777.0
1240,1296,2.5,2,7,339803.0
1340,1280,2.25,3,7,414360.0
1240,1152,2.5,2,7,307925.0
1250,1152,2.5,2,7,324257.0
1350,1440,2.25,3,7,381634.0
1360,1300,2.25,3,7,378825.0
1490,2357,2.25,3,7,403877.0
1220,2980,2.25,3,7,348535.0
1500,2692,2.25,3,7,403934.0
3250,43357,3.25,4,11,1432666.0
1900,7326,2.25,3,8,582708.0
1280,8160,1.0,3,6,257545.0
970,7742,1.0,3,6,240071.0
1590,7500,2.0,4,7,274183.0
1470,10625,1.75,3,7,305353.0
1010,9600,1.75,3,7,290564.0
1010,9600,1.75,3,7,290051.0
1010,9600,1.75,3,7,288878.0
1010,9600,1.75,3,7,278340.0
1300,11230,1.75,3,7,288361.0
1210,9600,1.0,3,7,279283.0
1390,2640,1.0,3,7,365581.0
1400,3960,1.75,2,8,572315.0
1400,3960,1.75,2,8,640655.0
1830,5120,1.75,3,8,613134.0
2400,4800,3.5,3,9,905272.0
1580,5120,1.0,3,8,529206.0
2560,5004,3.5,4,8,760122.0
760,7272,1.0,2,7,242804.0
760,7272,1.0,2,7,184377.0
2200,9100,2.75,5,7,273974.0
1240,2560,2.0,4,7,520920.0
1240,2560,2.0,4,7,660746.0
2560,2560,2.75,4,10,1143483.0
2270,2592,1.0,4,6,545507.0
1700,6356,2.0,3,7,577576.0
2380,5050,2.5,3,7,409023.0
2090,6000,2.75,5,8,325812.0
1090,3060,2.0,3,7,538312.0
790,4590,1.0,1,6,319620.0
1260,3060,1.0,3,6,322447.0
1010,1309,1.5,2,7,309789.0
660,3570,1.0,1,6,327332.0
1380,5100,2.0,4,7,370518.0
1600,3060,2.5,3,7,459016.0
1010,3060,2.0,2,7,383882.0
3180,6060,3.75,5,8,824601.0
1580,3030,2.75,3,7,479705.0
1300,2871,1.0,2,7,442065.0
2450,3000,2.5,3,7,471738.0
1310,4141,1.0,3,7,439276.0
2020,6000,2.0,4,7,359614.0
2060,3500,1.75,3,7,488989.0
430,4545,0.75,1,5,296362.0
640,3060,1.0,2,6,339432.0
1970,3060,1.5,4,8,492184.0
1640,3000,2.75,4,7,329074.0
1240,3000,1.5,3,7,513695.0
2050,5400,3.5,5,7,613785.0
1980,10051,2.0,4,7,353600.0
2840,6197,2.5,4,9,736492.0
2380,6158,2.5,3,9,633587.0
3010,8462,2.5,4,9,740273.0
3190,6839,2.5,4,9,634953.0
2610,6213,2.5,3,9,656483.0
2750,6026,2.75,4,9,648615.0
2750,5000,2.75,4,9,552596.0
1360,6510,1.5,3,7,384271.0
1700,8075,1.75,3,7,289365.0
1250,17380,1.0,3,7,344976.0
1370,8467,1.75,3,7,538209.0
1820,7575,2.25,3,7,412719.0
1700,6879,2.25,3,7,417090.0
1700,6879,2.25,3,7,438857.0
1840,9692,2.25,3,7,485032.0
1840,7575,2.25,4,7,456048.0
2380,6650,2.25,5,7,473270.0
1420,9874,1.0,3,7,253846.0
1060,9600,1.0,3,6,220512.0
1080,9600,1.75,4,6,221363.0
1510,9898,1.5,3,7,204997.0
2320,10125,2.0,4,8,365714.0
1710,3600,2.75,3,8,494431.0
910,1811,1.0,2,7,388035.0
